Comment,Keyword
확실히 리와인드는 듣다보면 마음 한구석이 뭉클해지는 무언가가 있는 거 같다 첫곡이라 스스로 남다른 의미부여를 해서 그런건지 고생 끝에 내놓은 데뷔곡이라 그런지 이유는 모르겠는데 하여튼 마냥 신나지만은 않고 여운이 남는 느낌,Noun
이세돌 초창기 기획단계부터 눈팅해오 유튜브 유입 팬치입니다 가슴이 웅장해지네여 처음에 챗에서 이런걸 한다할때 마냥 애니메이션이나 게임모션같은 느낌만 날 것 같았는데 제 예상이랑 전혀 달랐습니다 진짜 이런 색다른 발상으로 세상에 대한 식견을 깨버리는 프로젝트 진짜 대단한것 같습니다 왁굳형 형은 신이야   다들 너무 고생하셨고 연출 기획 너무 훌륭한 것 같습니다 노래도 진짜 잘만들었어요 중독성 쩌렁 메타버스라는 세계를 잘 활용한 하나의 작품을 보는 것 같습니다 이게 되누,Noun
저를 이세돌의 세계로 안내한 데뷔곡 리와인드의 천만을 진심으로 추카포카드립니돠  제게 있어선 이세돌의 노래는 하루를 시작하는 원동력이자 텐션이   솟아오르는 그런 음악입니다 앞으로도 맴버분들 마다 건강하시고 활력을 주는 모습들 기대하며 왁타버스도 응원합니다 화잇팅 킹아,Noun
언젠가 이세돌 콘서트가 열린다면 이 노래는 맨 마지막 노래가 돼야할 거 같다 제목도 가사도 수미상관 구조에 너무 잘 어울리고 무엇보다도 앞에 수많은 노래가 지나가고 마지막에 이 곡의 전주가 나올 때 보고있는 모든 사람들의 환호성이 상상된다,Noun
아니 전에 이세돌 오디션 방송 하는건 봤는데 이렇게 본격적으로 하는 프로젝트였냐고 으로 이게 가능하다는게 신기하다  이것이 진정한 메타버스 아이돌 왁굳좌 당신은 대체,Noun
"배경으로 나온 전철역 퀄리티가 상당하다는 느낌이 들었는데 님께서 만드신 것이었네요
철도 동호인   의 위력이란
그리고 이 모든 것을 기획하신 우왁굳님과 이세계 아이돌 여러분 모두 너무 고생 많으셨습니다",Noun
"진짜 다들 너무 고생많으셨습니다 우리 맴버들 왁굳님 스텝분들 또 도움을 주신 모든분들 정말 감사드립니다
정말 가슴이 벅차네요 너무 너무 감사합니다",Verb
"왁굳님 그리고 도와주신 스태프분들 함께 노력했던 이세계 아이돌 멤버들 모두 너무 감사드립니다 
함께하는 매 순간이 너무 행복해요  앞으로도 더더욱 열심히 하겠습니다",Verb
이세돌 촬영 제작 도와주신 모두 정말 수고하셨습니다 정말 뜻깊은 경험이었고 평생 잊지 못할거에요 도와주시고 응원한만큼 아니 더더더더 열심히 활동하겠습니다 다시 한번 감사합니다 ,Verb
진짜 보면볼수록 감탄만나오네 진짜 너무 고생많으셨습니다 진짜 뮤비 너무 잘나왔어요이세돌왁굳형 파이팅,Verb
"뮤비 컷 모음 촬영 비하인드  
  색보정 버전  
각종 플랫폼 음원 들으러 가기  ",Verb
"뮤비제작에 발가락 담군 팬치입니다
댓글 안 달려했다가 유튜브팬치분들이 알아주셨으면 하는게있어서 달았습니다
여러분들 반응과 결과가 어떻게 나올지 모르겠지만
왁굳님 정말 촬영 한컷한컷 어떻게 찍을지 고민하시면서 오랜기간동안 다 같이 열심히 촬영하셨고",Verb
"안녕하세요 이세계 아이돌 리와인드에 작곡편곡악기녹음을 한 영바이브입니다
왁굳님과 이세돌분들의 첫 발돋움에 왁굳형 리믹스만 만들던 제가 이렇게 참여하게 될 수 있었어서 너무 영광이었습니다
앞으로도 좋은  날들만 되시기를 바라겠습니다 아 킹아우왁굳은 신이야 뮤비 개쩔어요 진짜",Verb
오늘 아침에 일어났을 때 눈물이 나온 이유,Verb
으로 이 정도 까지 끌어 올릴 수 있다니  정말 감동입니다  공부가 되었습니다 ,Verb
첫번째 하이라이트 군무 때 세구님이 제가 만든 의상을 입어주셨네요 생각지도 못했는데 감개무량하고 감사합니다이세돌눈나들 번째 공식음원 가즈아 킹아,Verb
"이세돌 오디션부터 지금까지 길다면 길고 짧다면 짧은 시간이었지만 모든 순간이 좋았습니다

좋은 노래와 뮤비 만들어주신 왁굳님과 이세돌 분들 도움주신 분들께 모두 감사드립니다",Verb
이세돌 프로젝트는 시작부터 봐 와서 그런지 더욱 감동입니다 노래 만든다고 다들 고생많으셨고 좋은 노래 감사합니다 잘 듣겠습니다 ,Verb
한국 버튜버 뮤비가 천만은  역사적인데 ,Verb
"단순 팬아트로 그렸던 그림이 이렇게 기념비적인 데뷔곡의 뮤비 썸네일로까지 사용이 되어부리다니 너무 영광스럽네요
제 썸네일을 보고서 한분이라도 더 이 뮤직비디오를 봐주신다면 정말 행복할 것 같습니다
왁굳님하고 이세돌분들 이 외에 뮤비 촬영하고 편집에 도움주신 분들 전부 고생 많으셨고 멋진 뮤직비디오 만들어주셔서 감사합니다",Verb
키딩도 좋은데 리와인드가 진짜 레전드 인듯 리와인드만의 느낌이있다,Verb
아 맞아 이사람들 가수로 뽑힌거였지,Verb
드가자 적어도 여기계신 구독자 분들은 이세돌멤버 각자각자 얼마나 노력을 하신지 다 아실겁니다 처음 응원했던 순간같이 변함없이 응원하겠습니다  롱런하시고 좋은노래 좋은컨텐츠 너무 감사드립니다,Verb
"비챤 고세구 주르르 아바타를 영상 촬영에 적절하게 사용할수 있도록 여러 수정과 기능추가  전체적인 퀄리티 조정을 담담했습니다 
몇몇 의상들 새로운 컴포넌트 넣어서 작업도 새로 해보고 뮤비 분위기에 맞춰 표정도 새로 만들고 단순 의상 교체외적으로 이것저것 전체적으로 작업한건 정말 많았네요",Verb
"갠적으로 군무씬 대박이다
그리고 전체적인 뮤비 색감 자체도 너무 곡이랑 잘 어울려요
우리 형아 진짜 고생 많았다",Verb
"이제야 비로소 이해되는 뢴트님의 명언 아이돌에게 중요한 것은 스토리 입니다

뮤비를 보니 아이돌들의 성장 스토리가 눈 앞에 펼쳐지면서 눈물이 나네요",Verb
와 진짜 보면서 소름이 쫙 돋을정도로 너무 잘나왔어요 형은 최고야 이세돌최고야,Verb
이세돌분들 너무수고하셨고 촬영하시느라수고하신 북기님 매니저 뢴트님 그리고 우리형 왁굳님도 너무수고하셨습니다 충생 이세돌 떡상기원,Verb
"왜 자꾸 댓글이 사라지는걸까요
안녕하세요 싸비 하이라이트  안무을 맡은 현직 댄서로 일하고 있는 김정음이라고 합니다
평소 왁굳님 영상을 유튜브로 라이트하게 즐겨봤었는데 몇개월 전 커뮤니티에 올라온 안무 공모전 글을 보고 
한번 해보기나 할까 하고 안무를 짜서 올렸는데",Verb
"가 언제 나오는걸까 몰라서 드디어 보았습니다 너무 감동적입니다 정말로
품질이 너무 좋고 이렇게 만들 수 있다는 것이 정말 대단합니다
하이라이트의 부분에서 눈물이 나왔어요 춤도 정말 잘추는 멋있어요
앞으로도 많이 활동해주세요 감사합니다",Verb
"형 최초공개로 올리면 기대컨은 어케하라고

 진짜 형은 전설이다 형한텐 이게 점짜리 뮤비라고 또 다음 뮤비 기대하게만드네",Verb
군대에서 한달전부터 나혼자만 듣고있었는데 전파 성공해서 이제 우리 소대원들 거의다 저녁점호전에 춤 따라추고있음 지니로도 맨날 리와인드 듣는다 우왁굳은 신이다,Verb
앞으로도 계속 응원합니다 이세돌 화이팅,Verb
"하입덕부정기 끝났다애써 무시하며 지냈는데 어쩔 수 없었다
키딩 때 흠칫 했는데 데뷔곡 들어보고 맘 정했다 이세돌 사랑해",Verb
"재미로 하는 컨텐츠인줄 알았는데

엄청 본격적이네
이걸 실행으로 옮기는 왁굳님도 대단하고",Verb
확실히 리와인드가 근본이다 본점의 깊으면서도 담백한 맛,Verb
이세돌 분들 국내 최초 버츄얼 걸그룹이로서 부정적인 시선을 극복하고 존재하는 것이 자랑스럽습니다 앞으로 많은 곡 내 주세요 ,Verb
형이 직접 촬영하고 편집하고 파트짜고 작사하고 맵 찾아다니고  자체적으로 관련 지식인분들도 많이 도와주시고 진짜  가내수공업 낭만 그 자체인 뮤비라서 가끔 들어와서 볼 때마다 그 때 기억이 새록새록 남 내 인터넷 추억 여기 다 있네,Verb
"이세돌 업적

 멜론   차트 위 진입 실시간 차트 최고기록 위 갱신 멜론 차트진입 자체가 아이돌지망생들이나 실제 아이돌들에게도 꿈과 같은 일이고 진입조차 못하는 가수와 아이돌들이 수두룩한걸 보면 이례적으로 성공",Verb
아 진짜 노래나 뮤비나 뭐나 너무 예쁘고 곱게 잘나와서 한동안 계속 들을 것 같아요 진짜 최고다 이세돌 흥해라 이세돌은 전설이다,Verb
"그 시절 트로트가 가득하던 멜론차트에
제가 유일하게 골라듣던 노래였습니다
이게 벌써 년 반정도 되다니 믿기지 않습니다 이세돌 앞으로도 화이팅 킹애",Verb
"진짜 아이돌부터 사장 매니저 감독 직원 전원 가명에 비대면으로 참여해서 만들었네 이건 기록이다
정정합니다 드러머 곽준용님이 본명으로 참가하셨네요 기네스 기록 아깝스",Verb
나이키 아울렛에서 근무중인 팬치 입니다 브랜드 내의 멜론채널로 저작을 관리하기 때문에 틀어주는 걸 마냥 들어야 했는데 뚜둥 리와인드가 나왔어요  주말이라 정신없고 바빴는데 한줄기 힘이 되었습니다 감동  이세돌 화이팅 감사합니다,Verb
리와인드 제작파일 유출 보다가 감질나서 보러오게 되네요,Verb
"이 형이 개쩌는 이유
 지리는 기획력
 오지는 추진력
 완고한 고집",Verb
진짜 나름 돌판 고인물인데 기획력도 노래도 멤버분들도 웬만한 중소기획사보다 훨씬 낫네요 메타버스 선두주자 왁굳님 앞으로도 이세돌 활동 많이 시켜주세용 노래 너무 좋아요,Verb
편의점 알바하는 곳에서 흘러나온 곡인데 그때만 듣던 노랜데 어느새 여기까지 찾아왔네요 진짜 처음엔 이런 재질의 노래가 아이돌 최신가요에서 나온다고 하면서 관심보였다가 진짜 너무 좋아서 어느새 그룹 이름까지 알아내서 왔어요,Verb
"아직 에 대한 거부감은 있지만 노래가 너무 좋아서 자꾸 찾아듣게되네요 비챤님 특히 노래에 챡챡 감겨서 좋습니다 음색 미쳤어요
하이라이트 고음도 너무 좋고 가사가 특히 슬프면서도 밝은 분위기에 한몫 했다고 느꼈는데 왁굳님 작사라니 놀랐습니다 앞으로의 활동도 기대하겠습니다 내 원픽은 읍읍",Verb
"기억나 우리처음 만난 날 

이 가사로 시작하는게 인듯
앞으로 이세돌분들이 활동을 하면 할수록 추억이 가사에 녹아서 들을때마다 감동이 짙어지는 것 같음",Verb
년만에 다시와서 보니까 아련하냐  오디션때부터 예능으로 웃으면서 보고 처음에 어색하다가 점점 발전하고 년전 여름의 추억 한페이지가 되어버린 모든 과정들이 주마등처럼 흘러가내 ,Verb
이게  애니에서나 나올 얘기 아닌가개인 방송인이 아이돌 그룹 만드려고 직접 멤버모으고 또 거기에 다양한 사람들이 모여서 이런 결과물을 낸다는게이게 판타지지,Verb
노래는 개관안으로 정말 좋음 요새 눈에 띄려고 경쾌하고 쎄게 많이 만드는데 우왁굳은 그럴 욕심도 없고 이미 베이스가 탄탄한 상태이기 때문에 진정성 있는 그리고 하나의 작품처럼 느낄수 있는 노래가 나올수 있던것 같습니다,Verb
다 떠나서 이게 진짜 왁굳형 혼자 작사한게 맞나 싶을정도로 가사퀄이 미쳤다 이세돌들이야 당연히 잘할줄 알았지만 이 뮤비에서 제일 미친건 왁굳형 작사인듯,Verb
올해도 내년에도 항상 이세돌이랑 함께할 이파리면 개추,Verb
"현실이 아닌 가상세계임에도 불구하고 이목을 끄는 영상미 한명한명의 매력적인 보이스 롤드컵에서나 볼법한  군무 
 개발자로서 메타버스의 가능성에 대해 회의감을 가지고 있었는데 이 영상을 통해 막힌게 뻥 뚫려버렸습니다 
감사합니다 왁굳님 그리고 영상 너무 좋습니다",Verb
이세돌 만 너무 감격이다 지금까지 열심히 달려온 이세돌분들 너무 감사드리고 앞으로도 영원히 함께하길 바래요,Verb
"이세돌 처음 한다고 할 때는 이런 걸 왜 하나 싶었는데 반팬치매매법은 항상 옳고 왁굳형의 도전정신과 노력 단순 컨텐츠라고 대충하지 않고 항상 진심인 모습에 감탄만 하게 돼
올해 좀 많이 힘들었는데 왁굳형이랑 이세돌분들 덕분에 많이 웃고 좋은 방향으로 변한 것 같아 
형 항상 고마워",Verb
"와 보는 내내 소름 돋아서 닭살이 올라올 정도
왁굳님 우리나라 메타버스의 새 역사를 쓰셨네요 
이제 메타버스는 이세계 아이돌 전과 후로 나뉠 것이다
이세돌 완전 팬이에요 르르땅 응원해",Verb
노래 진짜 좋긴하다 솔직히 좀 거부감 들어서 첨에 안듣고 있었는데 들어보니까 요즘 아이돌 노래에 전혀 뒤쳐짐 없네 진짜 한국에서 이런 도전해서 이만큼의 결과를 낸게 너무 대단할뿐 진짜 다들 고생많으셨어요 킹아,Verb
방송에서 툭하면 튀는 트래커때문에 몸 이상하게 돌아가고 어색하게 움직여지는 모습을 많이 봐서 기대하면서도 기대하지 못했었는데 리와인드 뮤비는 최대치를 뚫고 나온 상상 그 이상인 것 같아요 세상은 넓고 능력자는 많다는 걸 다시 한 번 깨달았습니다 와꾸텽 이세돌분들을 비롯한 뮤비에 참여하신 모든 분들 이 뮤비를 만들어주셔서 고맙습니다 계속 돌려보게 되네요,Verb
"청순보컬 아이네 모시깽이 징버거  릴파

홍조여신 주르르 예능천재 고세구 음색요정 비챤 이세계 아이돌

리 와 인 드
만 축하드립니다",Verb
"생활 패턴 다 망가져가며
음원에 뮤비까지 제작하고
각자 개인 방송까지
이세돌 멤버들 방송 흥한 것부터",Verb
오디션한다는 소식 첨들엇을때는 아직 한국에선 힘들거 같다며 눈돌렸었습니다 부끄럽네요 자기가 좋아하는거 조차 벽을 치고있다는게 늦게라도 응원합니다 모두 멋진분들이네요,Verb
"왁형은 진짜 뭘까
노가리로 입덕해서
노가리 마인크래프트 등 외수용 컨텐츠만 찍먹하다가
점점 모든 영상들을 보게 되고",Verb
"음악이 좋다고 느끼는 사람은 유튜브팬치거나 알고리즘으로 접하는 사람들이고 눈물이 난다는 사람들은 이세돌 성장과정을 지켜본 사람들일듯 
이세돌들의 노력과 그 연습과정들이 가장 최고의 모습으로 개화한 느낌",Verb
아니 근데 어떻게 스트리머가 이렇게 큰 프로젝트를 기획하고 실행한 거지 미쳤네 진짜솔직히 이세돌 첨 한다 했을 때 이렇게 퀄리티가 있을 줄 몰랐음난 고멤의 연장선 느낌일 줄 알았는데,Verb
몇년전부터 왁굳님 생방과 유튜브 영상을 가끔씩 챙겨본 시청자 입니다 며칠전 유튜브 인기탭에 리와인드가 떠서 반가운 마음에 시청했습니다 처음엔 노래가 너무 좋아서 보는데 뭔가 눈물이 나려고 하는 제 감정이 신기했습니다 그러다 문득 며칠후 다시 리와인드가 생각나 오늘 새벽까지 이세돌 멤버분들 히스토리를 다 챙겨보고 다시 리와인드를 시청했습니다 최근 봤던 어떤 콘텐츠 음악보다 더 큰 감동을 받았습니다 특히 릴파님이 본인은 뭘해도 안되는 존재로 생각했다가 음원차트 위를 하고 꿈에서만 그렸던 일이 현실로 일어났다는 말에 저도 모르게 펑펑 울었습니다 다시 한번 제 꿈을 되돌아보게 되었습니다 감사합니다 왁굳님의 기획력에 감탄했습니다 모든 스탭분들 멤버분들 고생하셨습니다 좋은 음악 좋은 뮤비 감사합니다,Verb
리와인드 치트키인게 시간이 가면갈수록 추억이 쌓여가서 시간 지날때마다 노래가 계속 다르게 들림,Verb
데뷔곡을 리와인드로 고른 객관안에 박수를,Verb
"년전부터 덕질부터 빠순질까지 다 해봤는데 이 뮤비보면서 두 가지 다해본 사람의 니즈를 충족시킨다는 걸 알 수 있음
이세돌 덕질하고싶어져서 나중에 팬미팅 참가할 수있으면 브이알 기기까지 사서 참가하고싶음 돌덕질 할때 팬미팅 가려면 만원 쏟는 사람도 있는게 이거라고 뭔들  나중에 팬미팅 또 안하시나요  명 다좋아요 ",Verb
근데 진짜 리와인드랑 이번 집은 스밍 목적이 아니어도 계속 듣게 된다 내가 한곡에 빠지면 하루에도 몇십번씩 듣는데 항상 커버든 공식이든 중독성이 대박임 앞으로도 노래 많이 내 주세요 킹아,Verb
이렇게까지 좋아하고 기대하고 열광하는 콘텐츠가 있을까 생방송을 챙겨보지만 채팅은 잘 안 치는 시청자지만 팬치들이 왜 우왁굳은 신이다라며 열광하는 이유를 알 수 있는 증거 오디션부터 꾸준히 챙겨본 생방송 시청자에겐 당연히 가슴 한 켠이 뭉클해질 수밖에 없는 결과물입니다 고생하신 모든 분들께  감사의 인사를 하고 싶네요 유투브를 켤 때마다 찾아보게 될만한 성과이자 성취입니다 다들 고생하셨고 감사합니다,Verb
"사실 우왁굳의 년 방송 짬과 노련함이 있다고 해도 메타버스가 떠오른 지 얼마 된 것도 아니어서
메타버스 컨텐츠를 시도하기 쉽지 않았을거고
성공 실패도 예상 못 해서 처음엔 도박성으로 시작했다고밖에 생각할 수 없는 컨텐츠에
많은 것을 걸었다고 생각하니 너무 무모한 게 아닌가 생각했고",Verb
"이게 곧 천만이라니
이렇게 성공할 줄은 꿈에도 몰랐지",Verb
"리와인드 표지와 뮤비에서 보이는 큰 시계
시계탑 밖에선 정방향으로 보이는 시계이지만
시계탑 안 이세계 에서 바라보는 시계는 역방향
이세돌의 정체성을 표현하는 표지로 너무 찰떡이다",Verb
"년 전으로 돌아가서 이 뮤비 월평균 만 조회수 찍을 뮤비야 라고 말하면 
진짜 개소리하지 말라고 할텐데  
진짜 이렇게 성공할 줄 몰랐지 
잘 되서 다행이야 진짜",Verb
"왁굳형 정말 멋지다
슬로우스타터지만 빠르고 고집쟁이지만 객관적이고
냉정하지만 따뜻하고 빅스킵맨이지만 꼼꼼하고
사람으로써 오영택의 지휘력 추진력 행동력 성실함이 너무 멋지고 부럽다 내가 정말 갖고싶어하는것들인데",Verb
"너무 엄청난걸봐버렸다
와 넋놓고봤어요 정말로 뮤비퀄리티며 보컬이며 노래 의상까지 와진짜 감탄만나오네요 앞으로의 활동이 너무나 기대됩니다",Verb
이세돌이 진짜 멤버 포지션도 안겹치게 잘 어우러져서 너무 좋다 이쁜애 귀여운애 멋진애 포근한애 요망한애 잼민이까지 다 있네,Verb
"우연찮게 알고리즘에 떠서 보았는데 선물 받은 기분이네요 
년 마지막에 좋은 기억을 남겨준 이 영상을 위해 노력하신 모든 분들의 노고에 감사드립니다
얼마 안 남은 년 모두 행복한  마무리가 되시길 기원합니다  ",Verb
